schema,DG_ted,JE_ted,JSF_ted,DG_type_of_errors,JE_type_of_errors,JSF_type_of_errors
o54993,4,27,10,[],['type'],[]
o55086,0,137,24,[],[],[]
o55088,0,289,53,[],[],[]
o55101,0,0,4,[],[],[]
o55102,0,10,18,[],[],[]
o55184,0,,190,[],[],[]
o55244,4,,19,[],[],[]
o55249,0,18,24,[],[],[]
o55253,1,40,,[],[],[]
o55254,0,6,16,[],[],[]
o55321,1,3,28,[],[],[]
o55436,5,,23,[],[],[]
o55443,0,0,0,[],[],[]
o55444,4,,23,[],[],[]
o55574,0,12,12,[],[],[]
o55578,2,2,2,[],[],[]
o55595,0,4,38,[],[],[]
o55596,0,208,4,[],[],[]
o55639,7,,87,[],[],[]
o55640,2,26,186,[],[],[]
o55657,1,168,4,[],[],[]
o55668,0,2,67,[],[],[]
o55691,2,8,4,[],[],[]
o55696,0,12,20,[],[],[]
o55772,0,14,96,[],[],[]
o55782,2,8,2,[],[],[]
o55788,0,141,16,[],[],[]
o55795,1,,3,[],[],[]
o55827,4,27,11,[],[],[]
o56003,0,0,1172,[],[],[]
o56004,0,0,110,[],[],[]
o56006,0,0,12,[],[],[]
o56007,0,0,28,[],[],[]
o56008,0,0,396,[],[],[]
o56009,0,0,6,[],[],[]
o56011,0,0,4,[],[],[]
o56012,0,0,942,[],[],[]
o56013,2,6,24,[],[],[]
o56014,1,1,72,[],[],[]
o56015,1,3,4,[],[],[]
o56016,0,0,347,[],[],[]
o56017,0,0,18,[],[],[]
o56018,0,0,,[],[],[]
o56019,0,0,26,[],[],[]
o56020,1,8,5,[],[],[]
o56021,2,2,6,[],[],[]
o56023,0,0,619,[],[],[]
o56024,11,,13,[],[],[]
o56025,0,0,10,[],[],[]
o56027,3,23,39,[],[],[]
o56041,5,,24,[],[],[]
o56043,6,,10,[],[],[]
o56103,2,311,58,[],[],[]
o56134,0,0,,[],[],[]
o56137,0,0,8,[],[],[]
o56173,1,,601,[],[],[]
o56227,7,1062,241,[],[],[]
o56232,2,,22,[],[],[]
o56531,1,3,15,[],[],[]
o56748,0,2,14,[],[],[]
o56764,,18,2,[],[],[]
o56866,0,23,12,[],[],[]
o57041,2,,16,[],[],[]
o57047,2,10,7,[],[],[]
o57048,2,5,6,[],[],[]
o57110,35,1597,54,[],[],[]
o57111,2,3562,212,[],[],[]
o57145,0,5998,138,[],[],[]
o57168,1,99,20,[],[],[]
o57211,1,,0,[],[],[]
o57217,1,18,9,[],[],[]
o57229,0,70,4,[],[],[]
o57230,4,4,9,[],[],[]
o57231,1,143,13,[],[],[]
o57232,2,18,6,[],[],['required']
o57236,0,338,168,[],[],[]
o57386,1,,4,[],[],[]
o57387,0,60,8,[],[],[]
o57432,0,,177,[],[],[]
o57433,0,0,50,[],[],[]
o57435,7,,21,[],[],[]
o57437,3,14,15,[],[],[]
o57450,0,134,27,[],[],[]
o57452,3,,31,[],[],[]
o57453,5,20,100,[],[],[]
o57502,0,0,,[],[],[]
o57503,0,76,259,[],[],[]
o57504,0,0,707,[],[],[]
o57507,2,2091,242,[],[],[]
o57536,0,0,25,[],[],[]
o57539,4,86,14,[],[],[]
o57571,3,5,49,[],[],[]
o57603,6,6,12,[],[],['required']
o57617,0,103,4,[],[],[]
o57622,16,17,51,[],[],"['type', 'not']"
o57639,0,16,0,[],[],[]
o57642,0,10,8,[],[],[]
o57644,1,2,31,[],[],[]
o57649,3,,13,[],[],[]
o57650,5,,12,[],[],[]
o57651,6,,22,[],[],[]
o57652,3,,33,[],[],[]
o57653,3,4,7,[],[],[]
o57656,1,12,1,[],[],[]
o57709,0,9,69,[],[],[]
o57711,0,10,2,[],[],[]
o57716,0,16,188,[],[],[]
o57757,4,174,147,[],[],[]
o57762,,3,135,[],[],[]
o57779,0,51,,[],[],[]
o57801,0,0,102,[],[],[]
o57813,4,797,197,[],[],[]
o57816,0,78,6,[],[],[]
o57817,0,38,12,[],[],[]
o57878,0,41,160,[],[],[]
o5790,0,272,8,[],[],[]
o57936,1,62,1,[],[],[]
o57978,0,12,8,[],[],[]
o5798,0,2,24,[],[],[]
o58052,0,14,24,[],[],[]
o58209,3,5,1,[],['pattern'],[]
o58210,0,26,25,[],[],[]
o58211,0,0,23,[],[],[]
o58212,0,30,45,[],[],[]
o58216,0,101,6,[],[],[]
o58218,1,,230,[],[],[]
o58270,0,,10,[],[],[]
o58271,,8,11,[],[],[]
o58281,1,25,,[],[],[]
o58282,0,20,,[],[],[]
o58317,6,,18,[],[],[]
o58318,72,87,72,[],[],[]
o58320,0,0,4,[],[],[]
o5837,1,37,42,[],[],[]
o58372,0,0,117,[],[],[]
o5844,9,9,16,[],[],['required']
o58443,4,8,30,[],[],[]
o58446,3,15,44,[],[],[]
o58449,0,0,12,[],[],[]
o5845,9,9,9,[],[],[]
o58453,1,3,103,[],[],[]
o58455,1,,,[],[],[]
o58458,1,,,[],[],[]
o58462,1,30,5,[],[],[]
o58463,1,1,,[],[],[]
o58466,1,24,,[],[],[]
o58471,1,,,[],[],[]
o58478,,373,16,[],[],[]
o58481,3,,57,[],[],[]
o58486,3,,13,[],[],[]
o58490,3,,9,[],[],[]
o58492,4,,16,[],[],[]
o58495,4,,8,[],[],[]
o58496,4,,10,[],[],[]
o58599,3,6,25,[],[],[]
o58600,3,9,7,[],[],[]
o58601,8,,51,[],[],[]
o58602,4,,17,[],[],[]
o58603,3,5,33,[],[],[]
o58604,3,3,3,[],[],[]
o58606,3,,9,[],[],[]
o58607,3,11,13,[],[],[]
o58609,3,11,0,[],[],[]
o58612,0,53,,[],[],[]
o58614,0,223,59,[],[],[]
o58615,0,7,4,[],[],[]
o58616,0,17,8,[],[],[]
o58617,0,27,,[],[],[]
o58618,0,319,,[],[],[]
o58619,0,34,18,[],[],[]
o58620,0,41,,[],[],[]
o58621,0,24,12,[],[],[]
o58622,0,18,22,[],[],[]
o58623,0,4,8,[],[],[]
o58627,0,53,9,[],"['type', 'additionalProperties']",[]
o58628,0,14,12,[],[],[]
o58629,3,3,34,[],[],[]
o5863,5,1748,73,[],[],[]
o58631,1,14,1,[],[],[]
o58632,0,14,18,[],[],[]
o58635,0,94,10,[],[],[]
o58636,0,510,64,[],[],[]
o58637,0,4,8,[],[],[]
o58639,1,,,[],[],[]
o58640,0,14,4,[],[],[]
o58661,6,,37,[],[],[]
o58776,2,232,69,[],"['pattern', 'type']",[]
o58837,0,38,24,[],[],[]
o58839,0,0,10,[],[],[]
o58843,2,,1038,[],[],[]
o58852,8,677,21,[],[],[]
o58863,0,34,8,[],[],[]
o58864,0,11,,[],[],[]
o58865,0,49,4,[],[],[]
o58866,,44,26,[],[],[]
o5889,3,,29,[],[],[]
o58905,1,,11,[],[],[]
o58906,1,1,7,[],['minProperties'],[]
o58907,0,5,5,[],[],[]
o58909,0,3,3,[],[],[]
o58910,1,1,3,[],['minProperties'],[]
o58913,1,,4,[],[],[]
o58914,0,101,4,[],[],[]
o58915,1,5,5,[],[],[]
o58916,0,5,7,[],[],[]
o58917,0,1,20,[],['minProperties'],[]
o58926,0,29,229,[],[],[]
o58927,3,10,27,[],[],[]
o58930,3,3,3,[],[],[]
o59186,5,20,105,[],[],[]
o59215,1,3,363,[],['pattern'],[]
o59284,,0,4,[],[],[]
o59293,1,13,30,[],[],[]
o59664,5,,24,[],[],[]
o59666,4,216,9,[],[],[]
o59667,3,44,5,[],[],[]
o59668,28,226,89,[],[],[]
o59669,4,485,41,[],[],[]
o59670,4,22,8,[],[],[]
o59671,5,322,5,[],[],[]
o59673,1,8,1,[],[],[]
o59694,2,2,143,[],[],[]
o59999,48,899,152,[],[],[]
o60038,2,53,14,[],[],[]
o60099,0,0,354,[],[],[]
o60107,4,17,4,[],['pattern'],[]
o60108,0,42,63,[],[],[]
o60109,0,8,5,[],[],[]
o60113,1,,2,[],[],[]
o60114,0,4,4,[],[],[]
o60115,0,172,2,[],[],[]
o60116,2,31,48,[],[],[]
o60117,1,1086,84,[],[],[]
o60118,10,15,8,[],[],[]
o60120,2,2,14,[],[],[]
o60122,0,20,32,[],[],[]
o60123,2,13,28,[],[],[]
o60124,10,11,10,[],[],[]
o60129,0,149,5,[],"['type', 'required']",[]
o60132,2,,39,[],[],[]
o60133,1,1,2,[],[],[]
o60137,0,16,33,[],[],[]
o60144,6,7,2,[],"['type', 'required']",[]
o60145,3,29,4,[],['type'],[]
o60168,0,0,115,[],[],[]
o60170,1,23,0,[],[],[]
o60171,0,0,186,[],[],[]
o60173,0,0,26,[],[],[]
o60179,3,58,187,[],[],[]
o60185,1,3,470,[],[],[]
o6020,2,,162,[],[],[]
o6022,2,,10,[],[],[]
o60227,0,33,0,[],[],[]
o6023,1,2,130,[],[],[]
o6025,3,5,3,[],[],[]
o60252,0,18,22,[],[],[]
o60269,0,24,14,[],[],[]
o6027,6,167,18,[],[],[]
o60278,0,0,14,[],[],[]
o60287,0,2,2,[],[],[]
o60288,0,18,48,[],[],[]
o60290,0,2,51,[],[],[]
o60292,0,10,34,[],[],[]
o60293,0,44,103,[],[],[]
o60295,0,20,48,[],[],[]
o60297,0,10,2,[],[],[]
o60298,0,24,12,[],[],[]
o60299,0,63,12,[],[],[]
o60302,0,4,32,[],[],[]
o60309,0,439,64,[],[],[]
o60312,0,0,50,[],[],[]
o60319,1,29,,[],['type'],[]
o60321,7,,1222,[],[],[]
o60375,4,452,22,[],[],[]
o6065,15,,50,[],[],[]
o60660,1,3,9,[],[],[]
o60731,1,19,152,[],[],[]
o60732,1,,5,[],[],[]
o60756,2,40,122,[],[],[]
o60757,6,9,15,[],[],[]
o60758,4,,10,[],[],[]
o60759,3,3,108,[],[],[]
o60760,2,6,4,[],[],[]
o60770,1,3,126,[],[],[]
o60778,4,118,25,[],[],[]
o60790,121,3812,1085,[],[],[]
o60823,1,,99,[],[],[]
o60835,0,8,2,[],[],[]
o60836,0,4,2,[],[],[]
o60837,0,10,8,[],[],[]
o60838,0,6,4,[],[],[]
o60839,2,5,6,[],[],[]
o6084,1,1,,[],[],[]
o60841,0,57,2,[],[],[]
o60842,22,1059,94,[],[],[]
o60843,0,12,4,[],[],[]
o60844,45,67,43,[],[],[]
o60845,0,124,2,[],[],[]
o60846,2,3,39,[],[],[]
o60847,0,126,2,[],[],[]
o60848,0,24,4,[],[],[]
o60849,0,2,4,[],[],[]
o6085,1,3,,[],[],[]
o60850,6,,6,[],[],[]
o60852,4,,4,[],[],[]
o60853,3,,3,[],[],[]
o60854,0,,2,[],[],[]
o60855,0,,6,[],[],[]
o60856,5,,5,[],[],[]
o60861,4,4,19,[],[],[]
o60863,2,,14,[],[],[]
o60864,0,444,64,[],[],[]
o60865,13,,13,[],[],[]
o60866,5,,5,[],[],[]
o60869,3,5,3,[],[],[]
o60870,2,,39,[],[],[]
o60871,5,5,35,[],['pattern'],[]
o60874,2,,12,[],[],[]
o60876,5,,14,[],[],[]
o60883,62,,761,[],[],[]
o60884,5,,5,[],[],[]
o60885,4,,4,[],[],[]
o60886,5,,5,[],[],[]
o6089,9,,63,[],[],[]
o6090,4,,784,[],[],[]
o60973,1,,95,[],[],[]
o60974,1,,37,[],[],[]
o60975,1,,51,[],[],[]
o60976,0,,32,[],[],[]
o60977,0,,36,[],[],[]
o60978,1,,21,[],[],[]
o60979,0,,61,[],[],[]
o60980,1,,47,[],[],[]
o60981,0,,28,[],[],[]
o60982,1,,30,[],[],[]
o60983,1,,15,[],[],[]
o60984,0,,6,[],[],[]
o60985,0,0,10,[],[],[]
o60986,0,0,60,[],[],[]
o60987,0,0,35,[],[],[]
o60988,0,0,8,[],[],[]
o60989,0,0,249,[],[],[]
o60990,0,0,10,[],[],[]
o60991,0,0,68,[],[],[]
o60993,1,,183,[],[],[]
o60994,1,,12,[],[],[]
o60995,1,,2,[],[],[]
o60996,1,,171,[],[],[]
o60997,0,,27,[],[],[]
o60999,1,,91,[],[],[]
o61000,1,,94,[],[],[]
o61001,1,,53,[],[],[]
o61003,6,4,54,[],[],[]
o61004,6,,0,[],[],[]
o61006,1,68,3,[],[],[]
o61026,2,,,[],[],[]
o61027,1,300,210,[],[],[]
o61080,2,,2,[],[],[]
o61082,5,,5,[],[],[]
o61085,19,,176,[],[],[]
o61120,0,0,4,[],[],[]
o61121,1,13,40,[],['pattern'],[]
o6120,1,39,5,[],[],[]
o61343,0,,10,[],[],[]
o61344,0,0,15,[],[],[]
o61348,0,,99,[],[],[]
o61349,1,,190,[],[],[]
o61355,4,,31,[],[],[]
o6137,0,9,20,[],[],[]
o6138,0,2,18,[],[],[]
o61422,0,,334,[],[],[]
o61423,0,0,,[],[],[]
o61502,3,,3,[],[],[]
o61504,2,,2,[],[],[]
o61505,0,,75,[],[],[]
o61515,2,120,84,[],[],[]
o6152,3,7,21,[],[],[]
o61527,24,1593,136,[],[],[]
o61532,2,2,24,[],[],[]
o61533,3,,23,[],[],[]
o61534,5,,15,[],[],[]
o61535,0,20,51,[],[],[]
o61536,2,,4,[],[],[]
o61580,0,10,38,[],[],[]
o61582,0,4,56,[],[],[]
o61583,0,16,16,[],[],[]
o61584,0,6,34,[],[],[]
o61585,0,16,12,[],[],[]
o61586,0,17,46,[],[],[]
o61587,0,17,24,[],[],[]
o61588,0,2,36,[],[],[]
o61592,0,25,46,[],[],[]
o61593,0,2,35,[],[],[]
o61594,0,4,18,[],[],[]
o61595,0,4,14,[],[],[]
o61596,0,8,169,[],[],[]
o61597,0,6,19,[],[],[]
o61598,0,32,16,[],[],[]
o61599,0,4,43,[],[],[]
o61600,0,16,36,[],[],[]
o61601,0,8,8,[],[],[]
o61602,0,4,14,[],[],[]
o61603,0,116,28,[],[],[]
o61605,0,8,24,[],[],[]
o61606,0,14,22,[],[],[]
o61607,0,33,17,[],[],[]
o61608,0,32,199,[],[],[]
o61609,0,2,32,[],[],[]
o61610,0,36,68,[],[],[]
o61612,0,13,57,[],[],[]
o61613,0,134,4,[],[],[]
o61614,0,8,16,[],[],[]
o61616,0,9,73,[],[],[]
o61618,0,22,68,[],[],[]
o61619,0,21,26,[],[],[]
o61620,0,34,83,[],[],[]
o61622,0,22,16,[],[],[]
o61623,0,4,22,[],[],[]
o61624,0,17,18,[],[],[]
o61626,0,246,27,[],[],[]
o61627,0,0,4,[],[],[]
o61630,0,27,18,[],[],[]
o61632,0,61,88,[],[],[]
o61634,0,2,8,[],[],[]
o61635,0,0,32,[],[],[]
o61636,0,4,38,[],[],[]
o61637,0,8,10,[],[],[]
o61638,0,8,18,[],[],[]
o61640,0,24,30,[],[],[]
o61641,,12,28,[],[],[]
o61644,0,8,24,[],[],[]
o61645,0,113,32,[],[],[]
o61646,0,10,25,[],[],[]
o61647,0,14,301,[],[],[]
o61648,0,21,80,[],[],[]
o61649,0,10,12,[],[],[]
o6166,0,174,25,[],[],[]
o6167,0,0,4,[],[],[]
o6170,0,6,24,[],[],[]
o6171,0,16,29,[],[],[]
o6173,0,0,0,[],[],[]
o61760,0,110,1,[],[],[]
o6177,0,391,116,[],[],[]
o61771,3,4,14,[],[],[]
o61774,14,427,6,[],[],[]
o6178,4,,6,[],[],['required']
o6180,0,29,131,[],[],[]
o6181,0,0,67,[],[],[]
o6189,0,6,4,[],[],[]
o6191,0,523,29,[],[],[]
o6193,0,0,33,[],[],[]
o6195,0,14,71,[],[],[]
o6198,0,0,23,[],[],[]
o6201,0,2,6,[],[],[]
o62015,3,13,14,[],[],[]
o62016,2,,35,[],[],[]
o6202,0,45,9,[],[],[]
o6205,2,2,2,[],[],[]
o62056,,,43,[],[],[]
o62073,0,44,6,[],[],[]
o6208,0,12,20,[],[],[]
o6209,0,0,2,[],[],[]
o6212,0,22,204,[],[],[]
o6213,0,0,91,[],[],[]
o62138,2,,3,[],[],[]
o6218,0,0,41,[],[],[]
o6228,1,3,3,[],[],[]
o6230,0,42,36,[],[],[]
o6231,0,0,6,[],[],[]
o6232,0,4,79,[],[],[]
o6233,2,3,3,[],[],[]
o6235,2,,2,[],[],[]
o6237,0,331,44,[],[],[]
o62378,0,6,19,[],[],[]
o62379,1,17,1,[],[],[]
o62380,0,7,5,[],[],[]
o62381,1,27,1,[],[],[]
o62382,0,20,13,[],[],[]
o62383,22,,25,[],[],['required']
o6241,0,12,10,[],[],[]
o6256,4,4,38,[],[],[]
o6257,0,0,57,[],[],[]
o6259,1,,6,[],[],[]
o6261,1,,15,[],[],[]
o6262,1,,1,[],[],[]
o6263,0,,35,[],[],[]
o6268,0,68,14,[],[],[]
o6269,0,0,2,[],[],[]
o6271,0,16,27,[],[],[]
o62755,0,7,2,[],[],[]
o62757,0,222,7,[],[],[]
o62758,0,,6,[],[],[]
o62759,1,,1,[],[],[]
o62761,1,51,23,[],[],[]
o62762,0,,3,[],[],[]
o62763,0,7,1,[],[],[]
o62764,4,,10,[],[],[]
o62768,2,,2,[],[],[]
o62771,1,1,1,[],[],[]
o62772,1,,0,[],[],[]
o62773,1,,25,[],[],[]
o62774,1,,20,[],[],[]
o62775,0,80,4,[],[],[]
o62819,3,6,30,[],[],[]
o62820,0,0,514,[],[],[]
o62823,0,98,6,[],[],[]
o6290,0,22,38,[],[],[]
o6293,0,,52,[],[],[]
o6294,,,14,[],[],[]
o62943,15,243,417,[],[],[]
o62947,11,,44,[],[],[]
o62949,1,3,333,[],[],[]
o62957,6,246,6,[],[],[]
o62958,6,47,15,[],[],[]
o62959,20,21,19,[],[],[]
o62960,0,146,65,[],[],[]
o62961,33,583,33,[],[],[]
o62962,6,755,129,[],[],[]
o62963,6,30,8,[],[],[]
o62964,6,591,17,[],[],[]
o62967,6,127,95,[],[],[]
o62968,5,270,6,[],[],[]
o62969,6,223,13,[],[],[]
o62972,10,53,14,[],[],[]
o62973,6,336,31,[],[],[]
o63004,153,280,302,[],[],[]
o6306,2,16,2,[],[],[]
o6310,0,,0,[],[],[]
o6312,0,,0,[],[],[]
o63147,3,,3,[],[],[]
o63149,3,,49,[],[],[]
o63151,5,,7,[],[],[]
o63152,3,,24,[],[],[]
o63155,4,,249,[],[],[]
o63156,3,,191,[],[],[]
o63158,2,,79,[],[],[]
o6316,0,,0,[],[],[]
o63177,8,,40,[],[],[]
o6318,0,,0,[],[],[]
o63181,0,294,70,[],[],[]
o63190,0,28,10,[],[],[]
o63193,0,,154308,[],[],[]
o63194,0,,,[],[],[]
o63196,6,,87,[],[],[]
o63198,5,356,137,[],[],[]
o63199,11,,1640,[],[],[]
o63264,0,52,10,[],[],[]
o63285,0,20,10,[],[],[]
o63288,0,342,8,[],[],[]
o63299,0,0,52,[],[],[]
o6330,0,128,20,[],[],[]
o63300,0,0,67,[],[],[]
o63301,0,4,144,[],[],[]
o63302,3,14,35,[],[],[]
o63308,4,,60,[],[],[]
o63309,7,9,7,[],['pattern'],[]
o6331,0,20,4,[],[],[]
o63314,,83,22,[],[],[]
o63317,,37,,[],[],[]
o63318,,129,20,[],[],[]
o63321,,109,4,[],[],[]
o63322,,12,,[],[],[]
o63323,,19,,[],[],[]
o63324,,2,,[],[],[]
o63325,,98,2,[],[],[]
o63326,,10,4,[],[],[]
o63327,,36,,[],[],[]
o63328,,10,16,[],[],[]
o63329,,14,12,[],[],[]
o63331,,50,,[],[],[]
o63365,0,2,5,[],[],[]
o63369,0,0,,[],[],[]
o63382,3,,,[],[],[]
o63383,2,,,[],[],[]
o63417,0,0,501,[],[],[]
o6343,0,4,701,[],[],[]
o6344,0,30,8,[],[],[]
o6345,0,83,2,[],[],[]
o6346,0,76,41,[],[],[]
o6347,0,4,151,[],[],[]
o63475,0,4,131,[],[],[]
o63476,0,24,190,[],[],[]
o63477,0,6,11,[],[],[]
o63478,0,49,,[],[],[]
o6348,0,108,112,[],[],[]
o6349,0,,107,[],[],[]
o6350,0,64,230,[],[],[]
o6351,0,4,227,[],[],[]
o63514,1,,39,[],[],[]
o63519,0,,193,[],[],[]
o6352,0,66,7,[],[],[]
o63520,0,104,65,[],[],[]
o6353,0,4,689,[],[],[]
o6354,0,12,154,[],[],[]
o6355,0,4,199,[],[],[]
o63552,0,4,56,[],[],[]
o63553,2,2,104,[],[],[]
o63554,1,3,10,[],[],[]
o6356,0,34,61,[],[],[]
o6357,0,14,211,[],[],[]
o6358,0,20,235,[],[],[]
o6359,0,4,41,[],[],[]
o6360,0,54,340,[],[],[]
o63608,2,,35,['type'],[],[]
o6361,0,11,261,[],[],[]
o6362,0,18,4,[],[],[]
o6363,0,20,218,[],[],[]
o6364,0,4,225,[],[],[]
o6365,0,29,257,[],[],[]
o6366,0,23,560,[],[],[]
o6367,0,36,794,[],[],[]
o63674,0,436,35,[],[],[]
o63683,7,130,9,[],[],[]
o63687,0,81,10,[],[],[]
o6369,0,40,682,[],[],[]
o6371,0,35,305,[],[],[]
o6373,0,30,195,[],[],[]
o6374,0,22,634,[],[],[]
o6375,0,4,2,[],[],[]
o6376,0,78,3,[],[],[]
o6377,0,10,1,[],[],[]
o6378,0,6,8,[],[],[]
o6379,0,4,6,[],[],[]
o63934,3,,7,[],[],[]
o63935,1,3,7,[],['pattern'],[]
o63937,2,6,10,[],['pattern'],[]
o63945,0,49,51,[],[],[]
o63949,0,2,10,[],[],[]
o63950,2,60,2,[],[],[]
o63977,0,70,5,[],[],[]
o63981,0,18,10,[],[],[]
o63985,0,39,6,[],[],[]
o63988,0,85,18,[],[],[]
o63991,0,18,40,[],[],[]
o63994,0,2,2,[],[],[]
o63998,11,10,16,[],[],[]
o63999,4,4,3,[],[],[]
o64002,2,,153,[],[],[]
o64004,20,1543,512,[],[],[]
o64008,0,4,10,[],[],[]
o64012,0,17,10,[],[],[]
o64015,1,54,14,[],[],[]
o64016,2,,4,[],[],[]
o64018,1,3,1,[],[],[]
o64020,7,11,13,[],[],[]
o64021,0,,14,[],[],[]
o64024,0,,27,[],[],[]
o64027,0,349,60,[],[],[]
o64288,3,5,5,[],[],[]
o64532,4,5,4,[],[],[]
o64535,0,,25,[],[],[]
o64538,1,,,[],[],[]
o64539,2,,,[],[],[]
o64540,6,,6,[],[],[]
o64543,1,3,107,[],[],[]
o64544,0,0,81,[],[],[]
o64557,0,83,4,[],[],[]
o64563,0,10,91,[],[],[]
o64610,0,2,4,[],[],[]
o64611,0,241,4,[],[],[]
o64612,0,8,185,[],[],[]
o64613,0,5,76,[],[],[]
o64614,0,43,27,[],[],[]
o64680,2,7,166,[],[],[]
o64686,3,3,128,[],[],[]
o64698,4,36,38,[],[],[]
o64699,2,467,18,[],[],[]
o64700,0,31,16,[],[],[]
o64705,1,9,3,[],[],[]
o64716,,29,55,[],[],[]
o64718,9,176,114,[],[],[]
o64726,5,54,12,[],[],[]
o64727,1,,1,[],[],[]
o64731,2,31,,[],[],[]
o64737,2,6,2,[],[],[]
o64742,1,,1,[],[],[]
o64781,0,,10,[],[],[]
o64816,7,7,7,[],[],[]
o64819,2,,25,[],[],[]
o64820,1,,4,[],[],[]
o64823,2,,9,[],[],[]
o64824,7,,11,[],[],[]
o64825,4,,3,[],[],[]
o64832,2,4,4,[],[],[]
o64855,0,29,48,[],[],[]
o64856,0,1637,18,[],[],[]
o64857,3,,17,[],[],[]
o64858,0,13,18,[],[],[]
o64859,,35,13,[],"['required', 'type']",[]
o64869,1,3,3,[],[],[]
o64870,1,1,1,[],[],[]
o64878,1,7,,[],[],[]
o64879,1,289,3,[],[],[]
o64880,1,23,,[],[],[]
o64882,1,,1,[],[],[]
o64885,2,,,[],[],[]
o64886,1,21,,[],[],[]
o64888,1,1,,[],[],[]
o64890,2,2,,[],[],[]
o64891,2,,,[],[],[]
o64892,,113,4,[],[],[]
o64893,1,14,1,[],[],[]
o64963,4,144,130,[],[],[]
o64977,0,2,16,[],[],[]
o65001,0,,281,[],[],[]
o65002,4,5,212,[],[],[]
o65011,1,3,98,[],[],[]
o65012,0,0,22,[],[],[]
o65022,1,,,[],[],[]
o65305,0,4,10,[],[],[]
o65322,,15,133,[],[],[]
o65323,3,,1577,[],[],[]
o65325,1,844,3916,[],[],[]
o65336,3,19,20,[],[],[]
o65361,2,72,10,[],[],[]
o65381,1,,26,[],[],[]
o65382,1,,10,[],[],[]
o65386,0,,314,[],[],[]
o65415,5,,351,[],[],[]
o65419,3,,84,[],[],[]
o65420,3,,146,[],[],[]
o65422,2,195,2,[],[],[]
o65425,6,238,190,[],[],[]
o65426,8,8,20,[],[],[]
o65429,4,,395,[],[],[]
o65430,2,6,23,[],[],[]
o65431,8,,203,[],[],[]
o65445,3,4,4,[],[],[]
o65447,2,8,4,[],['pattern'],[]
o65448,0,4,4,[],[],[]
o65450,0,9,3,[],['additionalProperties'],[]
o65451,1,128,10,[],[],[]
o65452,5,,16,[],[],[]
o65454,,2,4,[],[],[]
o65455,1,19,,[],[],[]
o65456,3,,,[],[],[]
o65460,1,285,21,[],[],[]
o65463,0,0,8,[],[],[]
o65465,1,,48,[],[],[]
o65467,0,16,20,[],[],[]
o65468,1,1,3,[],[],[]
o65482,0,0,6,[],[],[]
o65483,5,531,222,[],[],[]
o65485,0,,8,[],[],[]
o65486,6,67,144,[],[],[]
o65503,9,79,107,[],['pattern'],[]
o65504,8,52,23,[],['pattern'],[]
o65507,7,7,23,[],[],['required']
o65508,4,4,4,[],[],[]
o65510,1,60,24,[],[],[]
o65512,3,13,1,[],"['type', 'additionalProperties']",[]
o65515,1,11,1,[],[],[]
o65541,0,62,15,[],[],[]
o65544,1,,1,[],[],[]
o65548,1,,1,[],[],[]
o65579,1,,1,[],[],[]
o65581,1,,0,[],[],[]
o65587,1,,1,[],[],[]
o65598,1,,1,[],[],[]
o65608,1,,1,[],[],[]
o65635,3,,5,[],[],[]
o65642,1,,1,[],[],[]
o65653,1,,0,[],[],[]
o65654,1,,1,[],[],[]
o65660,3,3,3,[],[],[]
o65668,0,27,75,[],[],[]
o65670,1,14,69,[],[],[]
o65671,1,6,116,[],[],[]
o65673,1,14,226,[],[],[]
o65677,1,13,5,[],[],[]
o65678,1,30,358,[],[],[]
o65679,1,28,371,[],[],[]
o65703,1,,107,[],[],[]
o65707,2,,105,[],[],[]
o65710,1,134,35,[],[],[]
o65711,5,5,15,[],['pattern'],[]
o65730,4,63,241,[],[],[]
o65751,0,16,53,[],[],[]
o65753,,20,125,[],[],[]
o65826,0,0,167,[],[],[]
o65883,2,958,83,[],[],[]
o65885,0,60,55,[],[],[]
o65890,52,476,291,[],[],[]
o65891,51,235,268,[],[],[]
o65892,50,201,259,[],[],[]
o65914,0,11,11,[],[],[]
o65916,1,69,13,[],[],[]
o65917,1,95,12,[],[],[]
o65921,0,156,61,[],[],[]
o65929,0,92,52,[],['pattern'],[]
o65933,0,117,28,[],[],[]
o65935,0,,17,[],[],[]
o65937,0,,53,[],[],[]
o65942,5,12,16,[],[],[]
o65945,,61,6,[],[],[]
o65949,0,51,92,[],[],[]
o65951,1,87,3,[],[],[]
o65953,1,93,8,[],[],[]
o65957,0,22,2,[],[],[]
o65965,4,10,10,[],[],[]
o65973,0,,60,[],[],[]
o65975,0,8,2,[],[],[]
o65978,0,84,2,[],[],[]
o66048,0,93,12,[],[],[]
o66049,3,61,6,[],[],[]
o66053,4,,8,[],[],"['type', 'required']"
o66057,3,7,3,[],[],[]
o66063,0,28,14,[],[],[]
o66067,0,,51,[],[],[]
o66068,0,,254,[],[],[]
o66069,2,19,2,[],[],[]
o66073,0,5,9,[],"['type', 'const', 'enum']",[]
o66201,,,9,[],[],[]
o66203,0,,159,[],[],[]
o66204,7,,11,[],[],[]
o66237,2,20,,[],[],[]
o66267,0,12,184,[],[],[]
o66294,2,91,26,[],[],[]
o66297,3,,3,[],[],[]
o66299,1,3,1,[],[],[]
o66302,3,,6,[],[],[]
o66308,3,,5,[],[],[]
o66309,2,,2,[],[],[]
o66311,0,0,2,[],[],[]
o66327,2,85,49,[],[],[]
o66329,0,0,0,[],[],[]
